Age,Gender,Education_Status,Employment_Status,Working_Week (Yearly),Industry_Status,Occupation_Status,Race,Hispanic_Origin,Martial_Status,Household_Summary,Citizenship,Birth_Country,Birth_Country (Father),Birth_Country (Mother),Tax_Status
30,1,College,Children or Armed Forces,52,Personal Services (except Private Household),Services,White, Central or South American,Married,Spouse of householder,Native,US,US,North America,Married Filling Jointly both under 65 (MFJ)
19,1,High,Children or Armed Forces,24,Medical (except Hospitals),Services,White, All other,Single,Child 18 or older,Native (Born Abroad),North America,US,US,Single
5,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
25,1,Bachelors degree,Full-Time,52,Retail,Management,White, All other,Single,Householder,Native,US,US,US,Single
28,1,College,Children or Armed Forces,40,Medical (except Hospitals),Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
71,1,College,Children or Armed Forces,0,Education,Professional,White, All other,Widowed,Householder,Native,US,US,US,Single
0,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Other relative of householder,Native,US,US,US,Nonfiler
60,1,High,Children or Armed Forces,50,Construction,Admin Support (include Clerical),White, All other,Divorced,Householder,Native (Born Abroad),North America,North America,US,Single
7,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, Mexican-American,Single,Child under 18 never married,Native,US,North America,US,Nonfiler
37,0,College,Full-Time,52,Manufacturing (Durable),Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
15,1,Middle (7-8),Children or Armed Forces,17,Retail,Sales,White, All other,Single,Nonrelative of householder,Native,US,US,US,Nonfiler
32,1,High,Not Working,38,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native (Born Abroad),Europe,US,US,Married Filling Jointly both under 65 (MFJ)
61,1,Professional degree,Children or Armed Forces,50,Medical (except Hospitals),Professional,White, All other,Single,Householder,Foreign-born (Naturalized US Citizen),Asia,Asia,Asia,Single
80,1,High,Not Working,0,Not in universe or children,Unknown,White, All other,Widowed,Householder,Native,US,US,US,Single
52,0,Bachelors degree,Children or Armed Forces,8,Business & Repair,Management,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
4,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,Asian/Pacific, All other,Single,Child under 18 never married,Native,US,Asia,Asia,Nonfiler
41,0,Bachelors degree,Children or Armed Forces,12,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Householder,Foreign-born (Non-US Citizen),US,US,US,Married Filling Jointly both under 65 (MFJ)
23,0,Bachelors degree,Full-Time,52,Retail,Services,Asian/Pacific, All other,Single,Child 18 or older,Native,US,US,US,Single
15,0,Middle (7-8),Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
32,1,High,Children or Armed Forces,52,Hospitals,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
56,0,Elementary(1-6),Full-Time,52,Hospitals,Services,White, Mexican-American,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
69,1,College,Full-Time,52,Retail,Sales,White, All other,Divorced,Householder,Native,US,US,US,Single
57,1,Bachelors degree,Full-Time,52,Public Administration,Management,White, All other,Single,Householder,Native,US,US,US,Single
27,0,High,Full-Time,40,Manufacturing (Non-durable),Handlers/Cleaners,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
57,0,High,Children or Armed Forces,0,Utilities & Sanitary,Handlers/Cleaners,White, All other,Married,Householder,Native,US,US,US,Nonfiler
26,0,College,Children or Armed Forces,47,Retail,Handlers/Cleaners,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
27,1,High,Choice Part-Time,52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
31,0,High,Children or Armed Forces,26,Manufacturing (Non-durable),Craft & Repair,Black, All other,Single,Other relative of householder,Native,US,US,US,Single
28,0,High,Full-Time,52,Utilities & Sanitary,Admin Support (include Clerical),White, All other,Married,Child 18 or older,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
47,0,Bachelors degree,Children or Armed Forces,52,Social Services,Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
43,1,College,Children or Armed Forces,52,Business & Repair,Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
51,1,High Freshman,Full-Time,0,Social Services,Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
24,1,Bachelors degree,Full-Time,49,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Single,Nonrelative of householder,Native,US,US,US,Single
33,0,High,Children or Armed Forces,52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
21,0,High,Children or Armed Forces,15,Retail,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single
38,0,College,Children or Armed Forces,52,Transportation,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
35,1,Bachelors degree,Children or Armed Forces,52,Finance Insurance & Real Estate,Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
63,1,High,Not Working,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly one over 65 & one under 65 (MFJ)
50,0,High,Full-Time,30,Business & Repair,Handlers/Cleaners,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
18,0,High,Full-Time,16,Retail,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single
63,1,College,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,Europe,Europe,Married Filling Jointly one over 65 & one under 65 (MFJ)
31,1,Associates degree (Vocational),Children or Armed Forces,52,Medical (except Hospitals),Technicians & Support,Black, All other,Separated,Householder,Native,US,US,US,Head of Household (HOH)
18,0,College,Children or Armed Forces,52,Retail,Admin Support (include Clerical),White, All other,Single,Child 18 or older,Native,US,US,US,Single
57,0,Middle (7-8),Children or Armed Forces,52,Manufacturing (Non-durable),Handlers/Cleaners,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
16,0,Middle (7-8),Full-Time,26,Entertainment,Handlers/Cleaners,White, All other,Single,Child under 18 never married,Native,US,US,US,Single
8,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
41,0,College,Children or Armed Forces,22,Manufacturing (Durable),Machine Operators & Inspectors,Black, All other,Separated,Householder,Native,US,US,US,Single
38,0,High,Full-Time,52,Retail,Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
24,0,High,Part-Time (Usually Full-Time),52,Retail,Handlers/Cleaners,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
64,1,Masters degree,Children or Armed Forces,52,Education,Technicians & Support,White, All other,Married,Spouse of householder,Foreign-born (Non-US Citizen),US,Europe,US,Married Filling Jointly both under 65 (MFJ)
14,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
32,0,High,Full-Time,52,Utilities & Sanitary,Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
44,0,College,Full-Time,0,Business & Repair,Protective Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
23,1,High Freshman,Not Working,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
6,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, Mexican-American,Single,Child under 18 never married,Native,US,North America,North America,Nonfiler
39,1,High,Full-Time,52,Education,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
60,0,Professional degree,Full-Time,52,Other professional services,Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
49,0,High,Full-Time,52,Construction,Craft & Repair,Black, All other,Single,Householder,Native,US,US,US,Single
10,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
71,0,Masters degree,Not Working,0,Not in universe or children,Unknown,White, All other,Widowed,Householder,Native,US,US,Europe,Nonfiler
44,0,Middle (7-8),Full-Time,52,Mining,Craft & Repair,White, Mexican (Mexicano),Married,Householder,Foreign-born (Naturalized US Citizen),North America,North America,North America,Married Filling Jointly both under 65 (MFJ)
60,1,High,Full-Time,52,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,US,Europe,Married Filling Jointly both under 65 (MFJ)
45,0,College,Choice Part-Time,52,Communications,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
34,1,Associates degree (Vocational),Children or Armed Forces,38,Medical (except Hospitals),Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
28,0,High,Children or Armed Forces,52,Construction,Craft & Repair,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single
34,1,High,Children or Armed Forces,8,Education,Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
35,1,Associates degree (Academic),Full-Time,52,Other professional services,Admin Support (include Clerical),Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
36,1,High,Full-Time,52,Utilities & Sanitary,Management,White, All other,Divorced,Householder,Native,US,US,North America,Head of Household (HOH)
31,1,Associates degree (Academic),Full-Time,52,Retail,Sales,White, Central or South American,Married,Spouse of householder,Foreign-born (Naturalized US Citizen),US,US,US,Married Filling Jointly both under 65 (MFJ)
40,1,High,Full-Time,52,Public Administration,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
49,0,College,Full-Time,52,Utilities & Sanitary,Transportation,White, All other,Single,Householder,Native,US,US,US,Single
42,0,College,Children or Armed Forces,52,Public Administration,Management,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
34,0,High,Children or Armed Forces,44,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
37,0,High,Full-Time,52,Retail,Handlers/Cleaners,White, All other,Married (Armed Force Spouse),Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
47,1,High,Children or Armed Forces,52,Medical (except Hospitals),Services,Black, All other,Divorced,Householder,Native,US,US,US,Single
26,1,Bachelors degree,Full-Time,52,Other professional services,Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
61,0,High,Children or Armed Forces,52,Utilities & Sanitary,Transportation,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
52,1,High,Full-Time,52,Medical (except Hospitals),Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
28,1,Bachelors degree,Full-Time,52,Hospitals,Technicians & Support,White, All other,Single,Householder,Native,US,US,US,Single
46,1,College,Children or Armed Forces,52,Construction,Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
36,0,High,Children or Armed Forces,52,Transportation,Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
