ID,Age,Gender,Education_Status,Employment_Status,Working_Week (Yearly),Industry_Status,Occupation_Status,Race,Hispanic_Origin,Martial_Status,Household_Summary,Citizenship,Birth_Country,Birth_Country (Father),Birth_Country (Mother),Tax_Status,Income
TRAIN_00214,54,0,,Children or Armed Forces,52,Manufacturing (Non-durable),Craft & Repair,White, All other,Divorced,Householder,Native,US,US,US,Single,0
TRAIN_00215,29,1,,Full-Time,52,Retail,Sales,Other, Mexican-American,Single,Householder,Native,US,Mexico,US,Single,0
TRAIN_00216,36,0,High,Full-Time,52,Construction,Transportation,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1300
TRAIN_00218,29,0,High,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,Italy,Italy,Married Filling Jointly both under 65 (MFJ),650
TRAIN_00219,24,0,,Full-Time,26,Manufacturing (Durable),Management,White, All other,Single,Child 18 or older,Native,US,US,US,Single,715
TRAIN_00220,48,0,,Full-Time,52,Public Administration,Protective Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),2000
TRAIN_00221,64,0,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,US,US,Nonfiler,0
TRAIN_00222,46,1,,Choice Part-Time,15,Education,Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),575
TRAIN_00223,25,1,High,Children or Armed Forces,52,Private Household Services,Private Household Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),300
TRAIN_00224,40,1,,Full-Time,52,Retail,Sales,Asian/Pacific, All other,Married,Householder,Foreign-born (Non-US Citizen),Philippines,Philippines,Philippines,Married Filling Jointly both under 65 (MFJ),750
TRAIN_00225,40,1,High,Children or Armed Forces,52,Retail,Admin Support (include Clerical),White, Central or South American,Widowed,Householder,Native,US,US,US,Head of Household (HOH),650
TRAIN_00226,28,1,,Full-Time,52,Education,Professional,Black, All other,Single,Householder,Native (Born Abroad),France,US,US,Single,615
TRAIN_00227,31,0,High,Children or Armed Forces,52,Personal Services (except Private Household),Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_00228,21,0,,Full-Time,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Single,Child 18 or older,Native,US,US,US,Single,500
TRAIN_00229,31,0,High,Full-Time,52,Personal Services (except Private Household),Management,White, All other,Married (Spouse Absent),Child 18 or older,Native,US,US,US,Single,1000
TRAIN_00230,32,1,High,Choice Part-Time,52,Transportation,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_00231,28,1,High,Full-Time,52,Retail,Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),650
TRAIN_00232,60,1,,Children or Armed Forces,52,Business & Repair,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly one over 65 & one under 65 (MFJ),0
TRAIN_00233,37,0,High,Children or Armed Forces,25,Transportation,Transportation,White, All other,Married,Householder,Native,US,US,Italy,Married Filling Jointly both under 65 (MFJ),1865
TRAIN_00234,21,1,,Full-Time,52,Retail,Sales,White, All other,Single,Child 18 or older,Native,US,US,US,Single,500
TRAIN_00235,46,0,,Full-Time,52,Finance Insurance & Real Estate,Sales,White, All other,Married,Spouse of householder,Foreign-born (Non-US Citizen),Scotland,Scotland,Scotland,Married Filling Jointly both under 65 (MFJ),1500
TRAIN_00236,34,1,High,Full-Time,52,Retail,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1000
TRAIN_00237,17,0,High,Children or Armed Forces,40,Construction,Craft & Repair,White, All other,Single,Child under 18 never married,Native,US,US,US,Single,0
TRAIN_00239,52,1,,Children or Armed Forces,16,Wholesale,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),400
TRAIN_00240,37,1,,Children or Armed Forces,52,Hospitals,Technicians & Support,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1540
TRAIN_00241,57,0,High,Children or Armed Forces,52,Entertainment,Services,White, All other,Single,Householder,Native,US,US,US,Single,575
TRAIN_00242,33,0,High,Children or Armed Forces,0,Manufacturing (Durable),Transportation,White, All other,Single,Householder,Native,US,US,US,Nonfiler,1735
TRAIN_00243,53,0,,Children or Armed Forces,52,Manufacturing (Durable),Management,Asian/Pacific, All other,Married,Householder,Foreign-born (Naturalized US Citizen),India,India,India,Married Filling Jointly both under 65 (MFJ),0
TRAIN_00245,38,1,,Children or Armed Forces,52,Wholesale,Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_00246,31,0,,Children or Armed Forces,52,Business & Repair,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_00250,28,0,High,Children or Armed Forces,40,Construction,Handlers/Cleaners,White, All other,Single,Child 18 or older,Native,US,US,US,Single,2000
TRAIN_00251,25,0,High,Children or Armed Forces,35,Construction,Handlers/Cleaners,White, Mexican-American,Single,Child 18 or older,Native,US,US,US,Single,0
TRAIN_00253,34,1,High,Full-Time,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),500
TRAIN_00254,24,0,High,Full-Time,52,Retail,Sales,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single,475
TRAIN_00255,18,1,High,Children or Armed Forces,38,Retail,Sales,Black, All other,Single,Child 18 or older,Native,US,US,US,Single,420
TRAIN_00256,53,0,High,Full-Time,52,Mining,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),2200
TRAIN_00257,31,1,High,Children or Armed Forces,52,Medical (except Hospitals),Services,Black, All other,Separated,Householder,Native,US,US,US,Head of Household (HOH),600
TRAIN_00258,49,1,,Children or Armed Forces,36,Education,Professional,White, All other,Widowed,Householder,Native,US,Germany,US,Head of Household (HOH),0
TRAIN_00259,49,0,,Children or Armed Forces,52,Business & Repair,Sales,Black, All other,Single,Other relative of householder,Foreign-born (Non-US Citizen),Unknown,Unknown,Unknown,Single,1575
TRAIN_00260,30,1,,Children or Armed Forces,52,Finance Insurance & Real Estate,Admin Support (include Clerical),Black, All other,Separated,Householder,Native,US,US,US,Head of Household (HOH),700
TRAIN_00261,28,1,,Full-Time,52,Retail,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),560
TRAIN_00262,54,1,High,Children or Armed Forces,0,Education,Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_00263,44,1,Elementary(1-6),Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, Mexican-American,Married,Spouse of householder,Native (Born Abroad),Mexico,US,Mexico,Married Filling Jointly both under 65 (MFJ),650
TRAIN_00264,26,1,High,Part-Time (Usually Part-Time),52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Separated,Householder,Native,US,US,US,Single,832
TRAIN_00265,26,1,,Full-Time,52,Business & Repair,Admin Support (include Clerical),White, Other Spanish,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),550
TRAIN_00266,18,0,High,Children or Armed Forces,12,Construction,Handlers/Cleaners,White, All other,Single,Child 18 or older,Native,US,US,US,Single,0
TRAIN_00267,27,1,High,Children or Armed Forces,52,Business & Repair,Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_00269,43,1,High,Full-Time,22,Medical (except Hospitals),Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH),0
TRAIN_00270,36,0,High,Children or Armed Forces,52,Construction,Craft & Repair,White, All other,Divorced,Householder,Native,US,US,US,Single,1400
TRAIN_00271,37,1,High,Full-Time,52,Manufacturing (Durable),Machine Operators & Inspectors,Asian/Pacific, All other,Married,Spouse of householder,Foreign-born (Naturalized US Citizen),Unknown,Unknown,Unknown,Married Filling Jointly both under 65 (MFJ),0
TRAIN_00272,40,1,,Full-Time,52,Other professional services,Admin Support (include Clerical),White, All other,Divorced,Nonrelative of householder,Native,US,US,US,Single,700
TRAIN_00273,23,0,,Children or Armed Forces,23,Retail,Handlers/Cleaners,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),500
TRAIN_00275,32,0,,Choice Part-Time,52,Other professional services,Management,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_00276,58,0,,Children or Armed Forces,4,Transportation,Transportation,White, All other,Single,Householder,Native,US,US,US,Single,0
TRAIN_00277,43,0,,Children or Armed Forces,52,Retail,Handlers/Cleaners,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),945
TRAIN_00279,42,1,High,Full-Time,20,Retail,Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),450
TRAIN_00280,24,0,,Full-Time,52,Other professional services,Admin Support (include Clerical),White, All other,Single,Householder,Native,US,US,US,Single,872
TRAIN_00281,69,0,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both over 65 (MFJ),0
TRAIN_00282,66,0,,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Widowed,Householder,Native,US,US,US,Single,0
TRAIN_00283,26,1,High,Children or Armed Forces,40,Medical (except Hospitals),Admin Support (include Clerical),White, Other Spanish,Married (Spouse Absent),Householder,Foreign-born (Non-US Citizen),Ecuador,Ecuador,Ecuador,Head of Household (HOH),1325
TRAIN_00284,47,0,High,Full-Time,52,Transportation,Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1700
TRAIN_00285,47,1,,Full-Time,43,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),697
TRAIN_00291,18,0,High,Children or Armed Forces,32,Business & Repair,Protective Services,White, Puerto Rican,Single,Nonrelative of householder,Native (Born in Puerto Rico or US Outlying),Puerto-Rico,Unknown,Puerto-Rico,Single,800
TRAIN_00293,56,0,,Full-Time,52,Business & Repair,Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_00295,43,0,High,Children or Armed Forces,52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Householder,Native,US,Italy,US,Married Filling Jointly both under 65 (MFJ),1202
TRAIN_00296,20,0,High,Choice Part-Time,12,Retail,Sales,White, Mexican-American,Single,Child 18 or older,Native,US,US,US,Nonfiler,425
TRAIN_00297,28,0,,Full-Time,17,Personal Services (except Private Household),Services,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single,700
TRAIN_00299,54,1,High,Children or Armed Forces,48,Retail,Craft & Repair,White, Mexican-American,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_00300,27,0,,Children or Armed Forces,8,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_00301,29,1,High,Full-Time,52,Medical (except Hospitals),Admin Support (include Clerical),White, Mexican-American,Single,Householder,Native,US,US,US,Head of Household (HOH),740
TRAIN_00302,27,0,High,Full-Time,52,Construction,Craft & Repair,White, All other,Single,Child 18 or older,Native,US,US,US,Single,0
TRAIN_00304,55,1,,Children or Armed Forces,26,Manufacturing (Non-durable),Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Single,1100
TRAIN_00305,39,0,Elementary(1-6),Children or Armed Forces,52,Manufacturing (Non-durable),Handlers/Cleaners,White, Mexican (Mexicano),Married,Householder,Foreign-born (Non-US Citizen),Mexico,Mexico,Mexico,Married Filling Jointly both under 65 (MFJ),600
TRAIN_00306,43,1,High,Children or Armed Forces,52,Transportation,Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1682
TRAIN_00307,33,1,,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_00308,45,1,,Full-Time,52,Public Administration,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1220
TRAIN_00309,45,0,High,Full-Time,52,Retail,Craft & Repair,Asian/Pacific, All other,Married,Householder,Foreign-born (Naturalized US Citizen),China,China,China,Married Filling Jointly both under 65 (MFJ),0
TRAIN_00310,57,1,High,Children or Armed Forces,52,Education,Transportation,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1200
TRAIN_00311,20,0,High,Children or Armed Forces,30,Manufacturing (Durable),Technicians & Support,White, Mexican-American,Single,Other relative of householder,Native,US,Mexico,US,Single,640
TRAIN_00312,62,0,,Full-Time,52,Medical (except Hospitals),Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_00313,46,1,,Full-Time,52,Agriculture,Farming & Forestry & Fishing,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH),525
TRAIN_00315,37,1,High,Full-Time,52,Personal Services (except Private Household),Services,White, All other,Separated,Householder,Foreign-born (Non-US Citizen),Mexico,Mexico,Mexico,Head of Household (HOH),700
TRAIN_00316,27,1,High,Full-Time,52,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,US,Mexico,Married Filling Jointly both under 65 (MFJ),0
TRAIN_00317,27,0,,Children or Armed Forces,52,Construction,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_00319,60,1,,Full-Time,52,Manufacturing (Durable),Handlers/Cleaners,White, All other,Widowed,Householder,Native,US,US,US,Single,975
TRAIN_00320,29,0,High,Full-Time,50,Retail,Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),425
TRAIN_00321,25,1,High,Children or Armed Forces,52,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1100
TRAIN_00322,42,0,Elementary(1-6),Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Householder,Foreign-born (Non-US Citizen),Italy,Italy,Italy,Married Filling Jointly both under 65 (MFJ),1400
